BHK,Bathroom,Parking,Area,Per_Sqft,Furnishing,Status,Transaction,Type,Locality,Price
5,7,3,5236,14092,Unfurnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",73700000
4,4,2,2805,14092,Unfurnished,Almost_ready,Resale,Apartment,"The Amaryllis, Karol Bagh",52300000
3,3,2,1500,14092,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Mig Flat, Prasad Nagar, Karol Bagh",16000000
3,3,2,1280,14092,Furnished,Ready_to_move,Resale,Builder_Floor,Karol Bagh,15000000
3,3,1,1775,14366,Semi-Furnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",25500000
2,2,1,675,14815,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Karol Bagh,10000000
2,2,1,576,14815,Unfurnished,Ready_to_move,Resale,Apartment,"Prasad Nagar, Karol Bagh",5000000
3,3,1,1206,16584,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Karol Bagh,20000000
2,2,1,1143,125984,Unfurnished,Ready_to_move,Resale,Apartment,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",16000000
1,1,1,345,125984,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Karol Bagh,5500000
2,1,1,720,9722,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Dev Nagar, Karol Bagh",7000000
2,2,1,468,8761,Unfurnished,Ready_to_move,Resale,Builder_Floor,Karol Bagh,4100000
3,3,1,1600,8761,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",24000000
2,2,1,950,8761,Furnished,Ready_to_move,Resale,Apartment,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",12500000
2,1,1,535,7290,Furnished,Ready_to_move,New_Property,Apartment,"Dev Nagar, Karol Bagh",3900000
3,2,1,1200,7290,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Karol Bagh,14500000
3,2,1,1501,13324,Semi-Furnished,Almost_ready,Resale,Apartment,"The Amaryllis, Karol Bagh",20000000
3,3,2,1135,13324,Furnished,Almost_ready,Resale,Apartment,"The Amaryllis, Karol Bagh",24500000
3,2,1,1200,13324,Semi-Furnished,Almost_ready,Resale,Apartment,"The Amaryllis, Karol Bagh",20900000
3,3,1,2200,13324,Semi-Furnished,Ready_to_move,New_Property,Apartment,"The Amaryllis, Karol Bagh",43100000
3,3,1,1240,,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",18000000
4,5,2,3002,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",50000000
3,2,1,1350,,Unfurnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",18500000
4,5,3,2300,,Semi-Furnished,Ready_to_move,New_Property,Apartment,"New Moti Nagar, Kirti Nagar",46500000
3,3,2,1429,,Unfurnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",17500000
4,5,2,2430,,Semi-Furnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",42500000
3,3,2,1450,,Semi-Furnished,Ready_to_move,New_Property,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",15500000
2,2,2,1250,,Furnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",15000000
4,4,2,2800,14285,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",40000000
3,3,1,1646,12151,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",20000000
2,2,1,900,12151,Semi-Furnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",6700000
3,2,1,1250,12151,Semi-Furnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",16000000
3,2,1,900,8889,Unfurnished,Ready_to_move,Resale,Builder_Floor,"New Moti Nagar, Kirti Nagar",8000000
3,2,2,1590,8889,Unfurnished,Ready_to_move,New_Property,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",25000000
3,2,2,990,8889,Unfurnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",25000000
4,5,2,2282,8889,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",37500000
3,3,1,1260,8889,Semi-Furnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",25000000
3,3,1,1457,8889,Unfurnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",23000000
3,2,2,1400,8889,Semi-Furnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",17500000
4,4,1,2175,8889,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",44000000
3,3,2,1450,8889,Semi-Furnished,Ready_to_move,New_Property,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",15000000
4,5,2,2800,15178,Semi-Furnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",42500000
2,2,2,861.112,5806,Furnished,Ready_to_move,Resale,Builder_Floor,"New Moti Nagar, Kirti Nagar",5000000
4,5,2,2282,5806,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",38000000
3,3,1,1753,10838,Unfurnished,Ready_to_move,Resale,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",19000000
4,5,3,2659,10838,Unfurnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",43500000
3,2,3,1550,10838,Unfurnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",19500000
3,2,2,1470,10838,Semi-Furnished,Ready_to_move,New_Property,Apartment,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",14200000
3,2,2,702,10838,Semi-Furnished,Ready_to_move,Resale,Apartment,"New Moti Nagar, Kirti Nagar",14200000
2,2,2,1138,10838,Semi-Furnished,Ready_to_move,New_Property,Apartment,"New Moti Nagar, Kirti Nagar",13500000
3,3,2,1600,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Sheikh Sarai Phase 1,21000000
3,3,1,1600,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Sheikh Sarai Phase 1,22500000
2,4,1,1250,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Sheikh Sarai,19000000
3,2,1,810,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Sheikh Sarai Phase 2,7500000
2,2,1,585,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Savitri Nagar Village, Sheikh Sarai",4000000
3,3,2,1700,,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Savitri Nagar Village, Sheikh Sarai",8000000
3,4,2,1800,10556,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,19000000
1,1,2,600,10556,Unfurnished,Ready_to_move,New_Property,Apartment,Sheikh Sarai Phase 2,7000000
3,3,1,1250,10556,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"Panchsheel Vihar, Sheikh Sarai",5800000
3,2,1,600,10556,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Savitri Nagar Village, Sheikh Sarai",8000000
3,4,1,1600,10556,Unfurnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,18800000
3,2,1,1100,10556,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Panchsheel Vihar, Sheikh Sarai",6000000
1,1,1,450,10556,Unfurnished,Ready_to_move,New_Property,Apartment,"Panchsheel Vihar, Sheikh Sarai",2200000
3,2,1,855,10556,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Savitri Nagar Village, Sheikh Sarai",6500000
3,2,1,1291.668,10556,Unfurnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,23500000
2,2,2,1300,12307,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,16000000
3,3,2,1350,12307,Unfurnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,20000000
2,2,2,900,12307,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Sheikh Sarai Phase 1,5500000
2,2,1,850,15882,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,13500000
3,3,1,1650,15882,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Sheikh Sarai Phase 1,22500000
2,2,1,650,15882,Unfurnished,Ready_to_move,Resale,Apartment,"Panchsheel Vihar, Sheikh Sarai",3800000
2,2,1,630,65714,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",4600000
2,1,2,1250,65714,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,17500000
4,3,2,1800,65714,Furnished,Ready_to_move,New_Property,Builder_Floor,"Panchsheel Vihar, Sheikh Sarai",5500000
3,3,2,1500,65714,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Sheikh Sarai Phase 1,22500000
2,2,1,1100,11363,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,12500000
3,2,2,1400,13571,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,19000000
2,2,2,1300,11923,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,15500000
2,2,2,1100,12272,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,13500000
3,3,2,1600,13125,Semi-Furnished,Ready_to_move,Resale,Apartment,Sheikh Sarai Phase 1,21000000
4,4,2,2250,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Punjabi Bagh Enclave, Punjabi Bagh West",50000000
4,3,2,2592,,Unfurnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh,42500000
4,4,2,1800,,Unfurnished,Almost_ready,New_Property,Builder_Floor,Punjabi Bagh West,45500000
3,3,2,1700,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh,23000000
3,3,1,1640,,Unfurnished,Ready_to_move,Resale,Apartment,Punjabi Bagh West,12000000
3,3,4,2572,13608,Furnished,Ready_to_move,Resale,Apartment,Punjabi Bagh West,35000000
3,3,1,2100,11905,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",25000000
3,3,1,1620,11905,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Punjabi Bagh Extension, Punjabi Bagh",29000000
4,4,2,2500,11905,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Punjabi Bagh West,80000000
3,3,2,2250,11905,Semi-Furnished,Ready_to_move,Resale,Apartment,Punjabi Bagh West,20500000
4,4,1,2445,11905,Semi-Furnished,Ready_to_move,Resale,Apartment,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",52500000
4,4,2,2250,11905,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Punjabi Bagh,37500000
2,2,2,800,11905,Semi-Furnished,Ready_to_move,Resale,Apartment,"Punjabi Bagh Enclave, Punjabi Bagh West",7500000
3,3,2,1450,11905,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh Enclave, Punjabi Bagh",32500000
3,3,2,1440,11905,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh Extension, Punjabi Bagh",24500000
5,5,2,5220,11905,Unfurnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh West,65000000
3,3,2,1800,11905,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Punjabi Bagh,27500000
5,5,1,4455,11905,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,Punjabi Bagh West,115000000
3,3,1,195,11905,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,"Punjabi Bagh Extension, Punjabi Bagh",28000000
2,1,1,807.2925,9909,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh Extension, Punjabi Bagh",8000000
4,4,3,3500,9909,Furnished,Ready_to_move,New_Property,Builder_Floor,Punjabi Bagh West,75100000
2,2,1,1000,7800,Semi-Furnished,Ready_to_move,Resale,Apartment,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",7800000
2,2,1,900,16667,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Bhagwan Das Nagar, Punjabi Bagh",15000000
3,3,1,1800,15278,Furnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh East,27500000
3,3,2,17010,15278,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh West,25000000
4,4,1,2340,15278,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh East,26000000
3,3,1,1350,15278,Unfurnished,Ready_to_move,Resale,Apartment,Punjabi Bagh East,23500000
3,1,1,464,15278,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Bhagwan Das Nagar, Punjabi Bagh",4200000
2,2,1,954,15278,Unfurnished,Ready_to_move,Resale,Builder_Floor,Punjabi Bagh East,10000000
2,2,1,1155,15278,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Pal Mohan Apartments, Punjabi Bagh",18500000
2,2,,700,,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,16500000
2,2,2,980,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Shivalik Apartments, Alaknanda",13800000
3,3,2,1350,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",21000000
3,3,2,1800,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Gangotri Enclave, Alaknanda",22500000
2,2,2,968.751,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aravali Apartments, Alaknanda",15000000
3,3,2,1250,,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Narmada Apartment, Alaknanda",20000000
3,3,2,1800,,Furnished,Ready_to_move,New_Property,Apartment,"Aravali Apartments, Alaknanda",20000000
3,2,2,1400,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Shivalik Apartments, Alaknanda",26000000
3,3,2,1000,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",19500000
4,2,1,1800,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Tara Apartment, Alaknanda",21500000
3,3,1,1500,,Unfurnished,Ready_to_move,New_Property,Apartment,Alaknanda,26500000
3,3,2,1600,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",20000000
3,3,1,1400,12500,Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",18000000
3,2,1,1400,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,19000000
4,4,2,2700,12500,Unfurnished,Ready_to_move,Resale,Builder_Floor,Greater Kailash 4 Nri Colony,36500000
2,2,2,1100,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,15000000
2,2,2,1200,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,Alaknanda,17500000
2,2,2,1400,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,Alaknanda,14000000
3,3,2,1500,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Gangotri Enclave, Alaknanda",21000000
3,2,2,1320,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,15600000
3,3,2,1300,12500,Unfurnished,Ready_to_move,Resale,Apartment,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",19000000
2,2,1,1150,12500,Unfurnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",16500000
3,3,1,1440,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,19000000
2,2,1,1400,12500,Unfurnished,Ready_to_move,Resale,Apartment,"Nilgiri Apartment, Alaknanda",16500000
1,1,1,450,12500,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Alaknanda,3000000
2,2,1,1300,11538,Semi-Furnished,Ready_to_move,Resale,Apartment,"Yamuna Apartment, Alaknanda",15000000
2,2,1,1200,11538,Unfurnished,Ready_to_move,Resale,Apartment,"Nilgiri Apartment, Alaknanda",14300000
3,2,1,1300,11538,Unfurnished,Ready_to_move,Resale,Apartment,"Nilgiri Apartment, Alaknanda",18500000
3,3,1,1400,11538,Furnished,Ready_to_move,Resale,Apartment,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",19000000
3,3,1,1400,11538,Semi-Furnished,Ready_to_move,Resale,Apartment,Alaknanda,19000000
2,2,1,500,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Govindpuri Extension, Kalkaji",3300000
2,2,1,700,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Govindpuri Extension, Kalkaji",3800000
3,3,1,900,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Govindpuri Extension, Kalkaji",7000000
3,3,2,1260,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Kalkaji,16500000
3,2,1,950,,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Govindpuri Extension, Kalkaji",8000000
1,1,1,405,,Unfurnished,Ready_to_move,Resale,Builder_Floor,"DDA LIG Flat, Kalkaji",5600000
2,2,1,1800,,Furnished,Ready_to_move,Resale,Builder_Floor,Kalkaji,21000000
3,3,2,1300,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Kalkaji,21000000
3,3,2,1000,,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Govindpuri Extension, Kalkaji",8600000
3,2,2,900,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Giri Nagar, KalkaJi",6600000
3,3,2,1800,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Govindpuri Extension, Kalkaji",14000000
2,2,2,720,,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Govindpuri Extension, Kalkaji",4700000
3,3,1,1485,,Unfurnished,Ready_to_move,Resale,Apartment,"Rishi Apartment, Kalkaji",30000000
3,3,2,1600,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Kalkaji,26000000
2,2,2,1200,,Furnished,Ready_to_move,Resale,Apartment,"Deshbandhu Apartments, Kalkaji",18500000
2,2,2,900,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dda Janta Flats, Kalkaji",6500000
2,2,2,900,,Unfurnished,Ready_to_move,Resale,Apartment,Kalkaji,15000000
2,2,1,800,10000,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",8000000
2,3,2,1150,10000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Deshbandhu Apartments, Kalkaji",16100000
3,3,1,900,10000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Govindpuri Extension, Kalkaji",6800000
3,2,1,1070,10000,Furnished,Ready_to_move,Resale,Apartment,Kalkaji Extention,6800000
2,2,1,1050,10000,Unfurnished,Ready_to_move,Resale,Apartment,Kalkaji Extention,9000000
2,2,1,1000,18000,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",18000000
3,3,2,1550,18000,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Mandakini Enclave Project, Kalkaji",27500000
3,2,1,1300,18000,Unfurnished,Ready_to_move,Resale,Apartment,"Deshbandhu Apartments, Kalkaji carpet area 1300 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road society Deshbandhu Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Third Floor with terrace 3 bhk builder floor apartment with 2 attached bathrooms located in kalkaji Deshbandu apartment . all water and electrical connections installed, very spacious drawing room , 2 balconies in front and rear each dedicated parking spot for 1 car. extra parking space available for additional cars, Immediately for sale , read more Contact Agent View Phone No. Share Feedback Agent Bhawani Realtors",13500000
2,2,1,810,18000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Kalkaji,14000000
2,2,1,900,18000,Furnished,Ready_to_move,Resale,Builder_Floor,Kalkaji,9000000
2,2,1,1200,18000,Unfurnished,Ready_to_move,Resale,Apartment,"Deshbandhu Apartments, Kalkaji",16000000
2,3,1,1000,18000,Semi-Furnished,Ready_to_move,Resale,Apartment,Kalkaji Extention,11000000
2,2,1,720,18000,Unfurnished,Almost_ready,New_Property,Builder_Floor,"Govindpuri Extension, Kalkaji",5500000
3,3,,2520,,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,47500000
3,4,2,1700,,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,45000000
3,3,2,1800,24166,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,43500000
5,5,3,6000,30000,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Hauz Khas Apartment, Hauz Khas Enclave, Hauz Khas",180000000
4,4,2,1800,30000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,80000000
3,3,2,2000,30000,Unfurnished,Ready_to_move,Resale,Apartment,"Sarva Priya Apartment, Hauz Khas",37500000
4,4,2,2066,30000,Unfurnished,Almost_ready,New_Property,Builder_Floor,Hauz Khas,60000000
3,3,2,2050,30000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",71000000
3,3,2,1100,30000,Unfurnished,Ready_to_move,Resale,Apartment,"Safdarjung Development Area, Hauz Khas",18500000
4,4,2,4500,30000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,70000000
4,5,2,4500,170000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",85000000
4,5,3,6500,170000,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"Mayfair garden, Hauz Khas",190000000
4,6,2,4350,170000,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Orchid Metropolis, Hauz Khas",135000000
3,3,2,1750,170000,Unfurnished,Ready_to_move,Resale,Builder_Floor,Hauz Khas,35000000
4,4,2,3600,18055,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,"Safdarjung Development Area, Hauz Khas",65000000
2,2,1,1200,18055,Furnished,Ready_to_move,Resale,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",27500000
3,4,2,1500,18055,Unfurnished,Ready_to_move,Resale,Builder_Floor,Hauz Khas,45000000
4,4,3,2250,18055,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",100000000
3,4,2,1800,18055,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,47000000
3,4,2,1600,18055,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Hauz Khas,27500000
4,5,3,2800,25000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,70000000
3,3,1,1700,25000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sarva Priya Apartment, Hauz Khas carpet area 1700 sqft status Ready to Move floor 1 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park society Sarva Priya Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold desperarte sale ,its clear tile, proper cross ventilation ,proper an matter for one week ,crystle sunlight found, and air,ICIC BANK LOAN APPROVAL, good to see , have lucky chance to get such a reraly rare property read more Contact Agent View Phone No. Share Feedback Agent New Capital Properties 1000+ Buyers Served",36500000
4,5,1,2400,25000,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",65000000
3,4,1,1980,17677,Unfurnished,Almost_ready,New_Property,Apartment,"Sarva Priya Apartment, Hauz Khas",35000000
4,5,1,2100,17677,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",56000000
4,4,2,5400,17677,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",110000000
3,3,1,1250,17677,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Safdarjung Development Area, Hauz Khas",24000000
4,4,1,2300,17677,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Hauz Khas,102500000
4,4,2,2700,37037,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Hauz Khas Enclave, Hauz Khas",100000000
3,3,1,1450,37037,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Safdarjung Development Area, Hauz Khas",45000000
3,3,,2097,,Unfurnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,29000000
3,3,1,1250,,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,"Arya Chittaranjan Park, Chittaranjan Park",25500000
3,3,2,1600,20938,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,33500000
